Company Name,Industry,Symbol,Series,ISIN Code,description
Justdial Ltd.,Consumer Services,JUSTDIAL,EQ,INE599M01018,"Just Dial Limited engages in the search engine business in India. It offers local search, search related, and software services through various platforms, including internet, mobile internet, over the telephone, and text. The company provides JD Mart, a B2B portal for business listings; JD Xperts, a one stop solution for user's On Demand Service needs, such as salon, repairs and services, plumbing, electrical needs, cleaning services, pest control service, fitness and yoga, etc; JD Omni, a cloud-hosted solution for small and medium enterprises; and online payment services under the JD Pay name. In addition, it engages in the advertising and events business; and the operation of JD Social, a social sharing platform, as well as Search Plus, JD Shopping, JD Ratings, and other platforms. Further, the company offers website development and maintenance services. It has a database of approximately 36.5 million active business listings. Just Dial Limited was incorporated in 1993 and is based in Mumbai, India."
Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB,EQ,INE668F01031,"Jyothy Labs Limited, together with its subsidiaries, engages in manufacturing and marketing of fabric care, dishwashing, personal care, and household insecticides products in India and internationally. The company operates through Dishwashing, Fabric Care, Household Insecticides, Personal Care, Laundry Services, and Others segments. The Dishwashing segment offers dish wash scrubbers and scrubber steel, as well as dish wash bars, liquids, and powders under the Pril and Exo brands. The Fabric Care segment provides fabric whiteners, fabric enhancers, bar soaps, and detergent powders under the Henko, Mr. White, Ujala, and More light brands. The Household Insecticides segment offers mosquito repellent coils, liquids, and cards, as well as insect repellents and air care products under the Maya, T- Shine, and Maxo brands. The Personal Care segment provides body soaps, face washes, toothpastes, deodorants, talcum powders, after shave products, hand washes, hand sanitizers, and moisturizers under the Margo, Fa, and Neem Active brands. The Laundry Services segment provides dry cleaning and laundry services. The Others segment offers incense sticks, toilet and vegetable cleaner and floor shine products under the Joy of shine brand. The company was formerly known as Jyothy Laboratories Limited and changed its name to Jyothy Labs Limited in July 2019. Jyothy Labs Limited was founded in 1983 and is based in Mumbai, India."
KNR Constructions Ltd.,Construction,KNRCON,EQ,INE634I01029,"KNR Constructions Limited, together with its subsidiaries, engages in the construction, engineering, and infrastructure development activities in India. The company provides engineering, procurement, and construction services for roads, highways, bridges and flyovers, expressways, viaducts, irrigation, urban water infrastructure management, and other projects. The company was incorporated in 1995 and is based in Hyderabad, India."
KRBL Ltd.,Fast Moving Consumer Goods,KRBL,EQ,INE001B01026,"KRBL Limited produces and sells rice in India and internationally. The company operates through two segments, Agri and Energy. The Agri segment offers agricultural commodities, such as rice, furfural, seed, bran, bran oil, etc. The Energy segment generates power from wind turbine, and husk based and solar power plants. This segment has a total wind power project capacity of 112.25 megawatts, solar power project capacity of 17 megawatts, and biomass project capacity of 17.59 megawatts. The company offers its products under the brands of India Gate, Doon, Nur Jahan, Indian Farm, Bemisal, Aarati, Unity, Lotus, Taj Mahal Tilla, Shubh Mangal, Necklace, Lion, Al Wisam, Train, Al Bustan, Telephone, Southern Girl, Alhussam, Blue Bird, City Palace, etc. It also exports its products. The company was formerly known as Khushi Ram Behari Lal. KRBL Limited was founded in 1889 and is based in Noida, India."
KSB Ltd.,Capital Goods,KSB,EQ,INE999A01015,"KSB Limited engages in the manufacture and sale of power driven pumps and industrial valves in India and internationally. It operates through Pumps and Valves segments. The Pumps segment manufactures and trades in industrial pumps, submersible pumps, effluent treatment pumps, etc.; and offers related spares and services. The Valves segment is involved in the manufacturing and trading of industrial valves, and related spares and services. It also produces castings for captive consumption. The company was formerly known as KSB Pumps Limited and changed its name to KSB Limited in June 2018. KSB Limited was incorporated in 1960 and is headquartered in Pune, India."
Kalpataru Projects International Ltd.,Construction,KPIL,EQ,INE220B01022,"Kalpataru Projects International Limited provides engineering, procurement, and construction (EPC) services relating to buildings and factories, power transmission and distribution, roads and bridges, water pipelines, railway track laying and electrification, and oil and gas pipelines in India and internationally. The company operates in Engineering, Procurement and Construction; and Developmental Project segments. It designs, tests, fabricates, erects, constructs, and maintains transmission lines, power substations, oil and gas infrastructure, railway projects, and civil contracting services for buildings and factories, airports, water infrastructure, and highways and metro construction on a turnkey basis. The company also provides EPC contracting services for cross-country pipelines, terminals, and gas gathering stations across various territories; and EPC services for executing civil infrastructure, bridges, gauge conversion, signaling and telecommunication, traction sub-station, and over-head electrification projects for railways. In addition, it engages in the high voltage substation business in air insulated and gas insulated markets; and manufacture of railway structure, as well as operates two biomass power generation plants. Further, the company is involved in the agri-storage infrastructure with value added services, such as warehousing, processing, trading, funding facilitation, collateral management, testing and certification, and pest management and control activities, as well as preservation, maintenance, and security. The company was formerly known as Kalpataru Power Transmission Limited and changed its name to Kalpataru Projects International Limited in May 2023. Kalpataru Projects International Limited was incorporated in 1981 and is based in Mumbai, India."
Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA,EQ,INE036D01028,"The Karur Vysya Bank Limited provides various banking and financial services for personal and corporate customers in India. It operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. The company offers savings and current accounts; recurring, tax saving, and fixed deposits; personal, home, vehicle, and educational loans, as well as business loans, including working capital finance, term loans, and trade finance; foreign exchange services; debit and credit cards; prepaid instruments, including gift, forex travel, and re-loadable cards, as well as cards for senior citizens; life, non-life, and health insurance products; demat, trading, and mutual fund services; digital products; locker facilities; social security schemes; and government sponsored schemes. In addition, it provides loans for micro, small, and medium enterprises, as well as commercial loans; mortgages; payment collection and transaction banking services; FCNR, NRE, and NRO deposits; jewel loans and loans against deposits; remittance services; and Internet and mobile banking services, as well as a range of products for the agricultural sector. The company was founded in 1916 and is based in Karur, India."
Kaynes Technology India Ltd.,Capital Goods,KAYNES,EQ,INE918Z01012,"Kaynes Technology India Limited operates as an end-to-end and IoT solutions-enabled integrated electronics manufacturer in India and internationally. It provides conceptual design, process engineering, integrated manufacturing, and life cycle support for various industries including automotive, industrial, aerospace and defence, outer-space, nuclear, medical, railways, internet of things, information technology, and other industries. Kaynes Technology India Limited was founded in 1988 and is based in Mysore, India."
Kec International Ltd.,Construction,KEC,EQ,INE389H01022,"KEC International Limited, together with its subsidiaries, engages in the engineering, procurement, and construction (EPC) business. It designs, manufactures, tests, supplies, and erects transmission lines on turnkey basis; and undertakes EPC projects of high voltage electrical switching and distribution substations, distribution network, optical fiber networks, telecom towers, and HV and EHV cabling project works. The company also manufactures power cables, and optical fiber cables; provides railways infrastructure EPC turnkey solutions, such as construction of road over bridges, bridges, tunnels, stations, and platforms; carries out track works, such as track laying, and earthwork information; undertakes overhead electrification and traction substation works; and engages in interlocking works, and outdoor and indoor supply and installation works for signaling and telecommunication projects. In addition, it builds factories, warehouses, residential townships and buildings, commercial buildings, sewage and water treatment plants, and other civil infrastructure projects, as well as engages in the smart infrastructure activities. Further, the company provides solar EPC services that include design and engineering, project execution, project management, bid management, and project feasibility analysis for solar photovoltaic power plants. It operates in India, Brazil, Mexico, the United States, and internationally. KEC International Limited was founded in 1945 and is headquartered in Mumbai, India."
Kfin Technologies Ltd.,Financial Services,KFINTECH,EQ,INE138Y01010,"KFin Technologies Limited operates as a corporate registrar and transfer agency in India and internationally. The company offers Saas based end-to-end transaction management, channel management, compliance solutions, data analytics, and other digital services to asset managers, as well as outsourcing services. It also provides investor solutions, which include registrar and transfer agency, fund administration, omni-channel transaction origination and processing, channel management, brokerage computation, digital onboarding solutions, reporting, compliance, analytics, and other digital solutions for asset managers; and global business services, such as mortgage, legal, transfer, and finance and accounting services. In addition, the company offers issuer solutions, including folio creation and maintenance, transaction and corporate processing, compliance/regulatory reporting, recordkeeping, MIS/decision support, e-Voting, e-AGM, e-Vault Fintrack Insider trading platform, AML / PML check, and other platform solutions. The company was incorporated in 2017 and is headquartered in Hyderabad, India."
Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS,EQ,INE967H01017,"Krishna Institute of Medical Sciences Limited provides medical and health care services under the KIMS Hospitals brand name in India. The company offers range of specialties, including cardiac, dental, neuro, oncological, orthopedic, renal, reproductive, and robotic sciences, as well as gastroenterology and hepatology, heart and lung transplant, organ transplantation, mother and childcare, and pediatrics services. It also focuses on accident, biochemistry, anesthesiology, bariatric surgery, andrology and infertility, arthroscopy, alzheimers, bone, joint center specialties, and others. The company was incorporated in 1973 and is based in Secunderabad, India."
Latent View Analytics Ltd.,Information Technology,LATENTVIEW,EQ,INE0I7C01011,"Latent View Analytics Limited provides business analytics, consulting services, data engineering, and digital solutions in India, the United States, the United Kingdom, and the Netherlands. Its business analytics services include marketing and sales, customer, risk and compliance, and supply chain analytics; and consulting services, such as digital, business transformation, subscription commerce, data and analytics, process orchestration, and strategy and topline services. Further, it provides data engineering, including data migration and activation; and outside-in, inside-out, and transformation analytics. The company serves clients in consumer and retail, technology, industrials, financial services, healthcare, media and entertainment, and utilities industries. Latent View Analytics Limited was incorporated in 2006 and is headquartered in Chennai, India."
Laxmi Organic Industries Ltd.,Chemicals,LXCHEM,EQ,INE576O01020,"Laxmi Organic Industries Limited, a specialty chemical manufacturer, provides acetyl and specialty intermediates in India and internationally. The company's acetyl intermediates include ethyl acetate, acetaldehyde, fuel-grade ethanol, and other proprietary solvents; and specialty intermediates comprise ketene and diketene derivatives, such as esters, acetic anhydride, amides, arylides, and other chemicals. Its products are used in pharmaceuticals, agrochemicals, dyes and pigments, inks and paints, coatings, printing, packaging, flavour and fragrance, adhesives, electronics, automotive, and other industrial applications. It exports its products. The company was incorporated in 1989 and is based in Mumbai, India. Laxmi Organic Industries Limited is a subsidiary of Yellow Stone Trust."
Lemon Tree Hotels Ltd.,Consumer Services,LEMONTREE,EQ,INE970X01018,"Lemon Tree Hotels Limited owns and operates a chain of business and leisure hotels. It provides project design and management, and housing rental services. It operates hotels in India and internationally under various brands, including Aurika Hotels and Resorts, Lemon Tree Premier, Lemon Tree Hotels, Red Fox Hotels, Keys Prima, Keys Select, and Keys Lite. The company was incorporated in 1992 and is headquartered in New Delhi, India."
MMTC Ltd.,Services,MMTC,EQ,INE123F01029,"MMTC Limited operates as a trading company in Asia, Europe, Africa, the Middle East, Latin America, and North America. It operates through Minerals, Precious Metals, Metals, Agro Products, Coal and Hydrocarbon, Fertilizer, and General Trade/others segments. The company engages in the trading of agro products; coal and hydrocarbon products; and precious metals, non-ferrous metals, industrial raw materials, minerals, gold, and jewelry and gems. It also supplies fertilizers, such as urea; and trades in windmill project located at Gajendergarh in Karnataka. MMTC Limited was incorporated in 1963 and is based in New Delhi, India."
MTAR Technologies Ltd.,Capital Goods,MTARTECH,EQ,INE864I01014,"MTAR Technologies Limited, a precision engineering solutions company, develops, manufactures, and sells mission-critical precision assemblies and components in India and internationally. It offers civilian nuclear power solution, which includes fuel machining head, drive mechanisms, bridge and column, coolant channel assemblies, grid plates, control plug, water lubricated bearings, and other products; and clean energy solution including supply of green hydrogen for fuel cell and other sectors, as well as structures and spiral casing for hydel, waste, energy, and other sectors. The company also provides space solutions comprising electro-pneumatic modules; cryogenic engine sub systems, such as LOX and LH2 turbo pumps, injector heads, and gas generators; and ball crews, as well as designs and develops two-stage to low-earth orbit all-liquid small satellite launch vehicles. In addition, it offers aerospace solution, which includes critical structures and precision equipment; defence products including helicopter housing, magnesium gear boxes, Dalia actuators, and aero structures, such as wing kit assemblies. Further, the company provides specialized products and import substitutes comprising electro-mechanical actuators, roller screws, valves, ASP and cable harnessing assemblies, and heaters. MTAR Technologies Limited was founded in 1969 and is based in Hyderabad, India."
Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL,EQ,INE002S01010,"Mahanagar Gas Limited operates as a natural gas distribution company in India. The company provides commercial piped natural gas (PNG), industrial PNG, domestic PNG, and compressed natural gas (CNG), as well as manufactures gas geysers. It operates 9 lakh CNG vehicles with 1,800 dispensing points; 550 km of steel pipeline and 6000 km of poly-ethylene pipeline; and 4500 commercial and industrial customers. The company's PNG is used for various applications, such as cooking and water heating, as well as in hospitals, nursing homes, hotels, flight kitchens, restaurants, places of worship, etc. Mahanagar Gas Limited was incorporated in 1995 and is based in Mumbai, India."
Maharashtra Seamless Ltd.,Capital Goods,MAHSEAMLES,EQ,INE271B01025,"Maharashtra Seamless Limited manufactures and sells seamless steel pipes and tubes in India. It operates through three segments: Steel Pipes & Tubes, Power  Electricity, and RIG. The company offers mild steel and galvanized pipes; API line pipes; oil country tubular goods (OCTG) pipes, such as casing tubing, drill pipes, coupling stocks, etc.; and hot finished pipes and tubes, and cold drawn and boiler tubes. It also provides coated pipes, including 3 layer polyethylene coated pipes, fusion bonded epoxy coated pipes, 3 layer polypropylene coated pipes, and internal epoxy coating pipes, as well as connections and pipe fittings. In addition, the company is involved in renewable power generation and rig operations. Further, the company operates 33 MW solar power plant in Rajasthan and 7 MW wind power project in Maharashtra. Its products are used in the oil and gas, hydrocarbon process, bearing industry, automotive, boiler, heat exchanger, plumbing and firefighting, structural, general engineering, railways, sewage and water well, and hydraulic cylinder sectors. The company was incorporated in 1988 and is headquartered in New Delhi, India."
Mahindra Holidays & Resorts India Ltd.,Consumer Services,MHRIL,EQ,INE998I01010,"Mahindra Holidays & Resorts India Limited operates in the leisure hospitality sector. It engages in the sale of vacation ownership and other related services. The company's flagship brand is Club Mahindra or CMH25, which entitles its members to a week's holiday every year for 25 years. It also provides Club Mahindra Fundays, a corporate product that allows enrolled organizations to offer holiday entitlements to its employees either as a part of their reward and recognition programs or as an employment prerequisite; Bliss, a points-based product targeted at the 50-plus age group, which offers a week's holiday every year for 10 years; and GoZest, which is a three-year points-based product aimed at millennial travelers in the less than 30 years age-group. The company operates a network of resorts across various destinations, including hill stations, beaches, backwaters, wildlife sanctuaries, forts, and heritage destinations in India, as well as in international destinations, such as Bangkok, Pattaya, Phuket, Kuala Lumpur, Singapore, Dubai, Colombo, Maldives, Vietnam, Cambodia, Nepal, and Bhutan. The company was incorporated in 1996 and is based in Mumbai, India. Mahindra Holidays & Resorts India Limited is a subsidiary of Mahindra & Mahindra Limited."
Mahindra Lifespace Developers Ltd.,Realty,MAHLIFE,EQ,INE813A01018,"Mahindra Lifespace Developers Limited, together with its subsidiaries, engages in the real estate and infrastructure development business in India. It operates through Projects, Project Management & Development; and Operating of Commercial Complexes segments. The company engages in sale of residential units across projects, project management, and development; and rental of commercial properties. It also supplies water and provides sewage services. Its development portfolio comprises residential projects under the Mahindra Happinest brand; integrated cities under the Mahindra World City brand; and industrial clusters under the Origins by Mahindra brand. The company was founded in 1994 and is based in Mumbai, India. Mahindra Lifespace Developers Limited is a subsidiary of Mahindra & Mahindra Limited."
Manappuram Finance Ltd.,Financial Services,MANAPPURAM,EQ,INE522D01027,"Manappuram Finance Limited, a gold loan non-banking financial company, provides retail credit products and financial services in India. It offers loans against the security of used household gold jewelry; gold loans and online gold loans; microfinance loans and other financial services to low-income populations in rural and semi-urban areas; loans for construction, extension, purchase, and improvement of homes; life and non-life insurance products; and IT solutions. The company also provides depository services; and fee-based services, which include money transfer, foreign exchange, and depository services. In addition, it offers vehicle and equipment finance, including commercial vehicle, construction equipment, two wheeler, car, and farm equipment finance. The company serves retail, microfinance, small and medium enterprises, and commercial customers. It operates branches in 28 states and 4 Union Territories. The company was formerly known as Manappuram General Finance and Leasing Limited and changed its name to Manappuram Finance Limited in 2011. Manappuram Finance Limited was founded in 1949 and is based in Thrissur, India."
Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL,EQ,INE103A01014,"Mangalore Refinery and Petrochemicals Limited manufactures and sells refined petroleum products in India. The company produces and sells bitumen, furnace oil, high speed diesel, xylol, naphtha, pet coke, sulphur, and motor gasoline, as well as polypropylene and other products. It also sells petrochemical products, such as aromatic products comprising paraxylene, benzene, heavy aromatics, paraffinic raffinate, reformate, and toluene. The company also operates retail outlets. The company was incorporated in 1988 and is based in Mangalore, India. Mangalore Refinery and Petrochemicals Limited is a subsidiary of Oil and Natural Gas Corporation Limited."
Mastek Ltd.,Information Technology,MASTEK,EQ,INE759A01021,"Mastek Limited, together with its subsidiaries, engages in the provision of enterprise technology solutions in India, the United Kingdom, Europe, the United States, the Middle East, and internationally. The company offers digital and application engineering, including platform development, cloud development and migration, microservices/low code, IPaaS, DevOps, and API solutions. It also provides oracle cloud and enterprise apps, such as enterprise resource planning, customer relationship management, supply chain management, human capital management, and industry cloud solutions, as well as Oracle-, Salesforce-, digital-, and commerce-managed services. In addition, the company offers digital commerce and experience solutions comprising commerce, experience platform, search and intelligent recommendation, and modern UI/UX solutions. Further, it provides data, automation, and artificial intelligence solutions, such as data warehousing, reporting, datalakes, cloud data warehouse, data virtualization, analytics/machine learning, and hyper automation, as well as extract, transform and load (ETL) solutions. Additionally, the company offers cloud enhancement, software application development and maintenance, business intelligence, testing and assurance, digital commerce, agile consulting, and legacy modernization services. It serves government, public sector, healthcare, life science, retail, consumer, manufacturing and technology, financial services, and other sectors. Mastek Limited was incorporated in 1982 and is based in Mumbai, India."
Medplus Health Services Ltd.,Consumer Services,MEDPLUS,EQ,INE804L01022,"MedPlus Health Services Limited engages in the retail trading of medicines and general items in India. It manufactures and trades in pharmaceutical and wellness products, including medicines, vitamins, medical devices, and test kits; and offers fast-moving consumer goods, such as toiletries, baby care products, soaps, detergents, and sanitizers. The company also provides wholesale cash and carry, and pathological laboratory testing services, as well as engages in the contract manufacturing of private label pharmaceuticals. It operates stores in Karnataka, Tamil Nadu, Telangana, Andhra Pradesh, West Bengal, Maharashtra, Orissa, and Puducherry, as well as online stores. The company was incorporated in 2006 and is based in Hyderabad, India."
Metropolis Healthcare Ltd.,Healthcare,METROPOLIS,EQ,INE112L01020,"Metropolis Healthcare Limited provides diagnostic services in India. It offers clinical laboratory testing, and profiles and support services. The company provides diagnostic services for oncology, neurology, gynecology, and nephrology, as well as various health check-up packages for men, women, senior citizens, and youth and corporates. Its tests and profiles are used for prediction, early detection, and diagnosis of the disease. The company also offers corporate wellness and hospital laboratory solutions, as well as clinical research services. Metropolis Healthcare Limited was founded in 1981 and is headquartered in Mumbai, India."
Minda Corporation Ltd.,Automobile and Auto Components,MINDACORP,EQ,INE842C01021,"Minda Corporation Limited manufactures and assembles safety and security systems, and its associated components for the automotive industry in India, rest of Asia, the Americas, and Europe. It offers mechatronic products, such as ignition switch cum steering locks, smart key systems, mechatronics handles and immobiliser system, die casting components, starter motors, and alternators; information and connected systems, including wiring harness, connectors, terminals, and components; and instrument clusters and dashboard, as well as speed, temperature, position, pressure, and exhaust gas sensors. The company also provides plastic and interior products comprising air vents, glove boxes, center consoles, cup holders, ash trays, louvers, oil slumps, cylinder heads, and battery trays; aftermarket products that comprise locks, lubricants, filters, clutch plates, bearings, wiper blades, brake shoes, and cables. In addition, it offers DC-DC convertor, battery charger, motor controller, intelligent transport system, telematics, connected clusters, MFECU, and vehicle control unit; and rod, micro pole, shark fin, and LF antennas. The company offers its products for two and three wheelers, passenger vehicles, commercial vehicles, and off-road vehicles. The company was formerly known as Minda Switch Auto Pvt. Ltd. and changed its name to Minda Corporation Limited in 2007. Minda Corporation Limited was founded in 1958 and is based in Noida, India. Minda Corporation Limited is a subsidiary of Minda Corporation Limited."
Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027,"Motilal Oswal Financial Services Limited offers financial services in India. It operates through Capital Market, Fund Based Activities, Asset Management and Advisory, and Home Finance segments. The company offers broking and distribution services, such as equities, derivatives, commodities, currencies, mutual funds, insurance products, and other investment products; primary equity offerings; and depository, portfolio management, and asset management services. It also provides private wealth management services, such as equity, credit, estate planning, and property advisory services; and home loans. In addition, the company offers institutional broking services, including cash and derivatives; private equity services; and investment banking advisory and transaction services, including equity private placement, mergers and acquisitions advisory, and equity capital markets transaction services. It serves high net worth individuals; and mutual funds, foreign institutional investors, financial institutions, and corporate clients. Motilal Oswal Financial Services Limited was founded in 1987 and is headquartered in Mumbai, India. Motilal Oswal Financial Services Limited operates as a subsidiary of Passionate Investment Management Private Limited."
Multi Commodity Exchange of India Ltd.,Financial Services,MCX,EQ,INE745G01035,"Multi Commodity Exchange of India Limited, a commodity derivatives exchange, provides a platform to facilitate online trading of commodity derivatives in India. It offers iCOMDEX, a real-time commodity futures price indices; and trades in bullion, base metals, energy, and agricultural commodities. The company also provides trade clearing and settlement services; and data feed subscription and membership services. It has strategic alliances with various exchanges, such as CME group, Dalian Commodity Exchange, London Metal Exchange, European Energy Exchange AG, Taiwan Futures Exchange, and Zhengzhou Commodity Exchange. Multi Commodity Exchange of India Limited was incorporated in 2002 and is based in Mumbai, India."
NATCO Pharma Ltd.,Healthcare,NATCOPHARM,EQ,INE987B01026,"NATCO Pharma Limited, a pharmaceutical company, develops, manufactures, and markets finished dosage formulations and active pharmaceutical ingredients (APIs). It offers formulations in various therapeutic areas, including cancers of blood, liver, kidney, lung, brain, breast, ovary, etc.; and APIs in various categories, such as oncology, central nervous system, pain management, and CV care. The company offers orthopedic products comprising bisphosphonates, which are oral and injectable drugs; and gastroenterology products consisting of novel drugs for chronic hepatitis-B and hepatitis-C, as well as contract manufacturing services. In addition, it provides cardiology and diabetology products for the treatment of hypertension, stable angina, and CHF. Further, the company offers agro chemicals and biological pest management solutions for management of insects, diseases, and weeds across a range of crops. It markets its products in approximately 50 countries. The company was incorporated in 1981 and is headquartered in Hyderabad, India."
NBCC (India) Ltd.,Construction,NBCC,EQ,INE095N01031,"NBCC (India) Limited engages in project management consultancy and real estate development businesses in India and internationally. The company operates through three segments: Project Management Consultancy (PMC); Engineering Procurement and Construction (EPC); and Real Estate. The PMC segment provides services for various civil construction projects, residential and commercial complexes, re-development of colonies, educational institutions, infrastructure works for security personnel, and border fencing projects, as well as infrastructure projects, such as roads, water supply systems, waste management, storm water systems, and water storage solutions. The EPC segment executes various projects, which include chimneys, cooling towers, coal handling plants, roads, TV towers, airports, runways, etc.; and project conceptualization, feasibility studies, detailed project reports, engineering, tender specifications and packages covering basic and detailed engineering, review of projects, procurement, construction drawings, commissioning, testing, and handing projects services. The Real Estate segment develops residential, commercial, and institutional projects. It is also involved in the provision of post-construction maintenance services; implementation of integrated steel plants; consultancy services in the field of hospital planning, design, detail engineering, quality control, project management, and monitoring, as well as procurement, supply, installation, and commissioning of medical equipment; construction, real estate, and project management consultancy; and environment and sustainability business. The company was formerly known as National Buildings Construction Corporation Limited and changed its name to NBCC (India) Limited in May 2016. NBCC (India) Limited was incorporated in 1960 and is headquartered in New Delhi, India."
NCC Ltd.,Construction,NCC,EQ,INE868B01028,"NCC Limited engages in the construction business in India and internationally. The company constructs industrial and commercial buildings, housing projects, IT parks, sports complexes, hospitals, stadiums, and highways, as well as roads, flyovers, bridges, etc. It also undertakes design, engineering, erection, testing, and commissioning of transmission lines, sub-stations, voltage distribution system, and feeder separation schemes, as well as earth works, track linking, and overhead electrification; and railway projects, which include freight corridors and railway sidings. In addition, the company constructs water supply systems, water treatment plants, distribution networks, river intake works, electro-mechanical works, underground drainage networks, lift irrigation schemes, and sewage pumping stations and treatment plants; and dams and reservoirs, canals, tunnels, and hydroelectric power projects, as well as barrages, spillways, and aqueducts. Further, it operates power and metal business; and provision of mine developer-cum-operator services, as well as removal of overburden and extraction of coal, lignite, and other minerals from open cast mines. The company was formerly known as Nagarjuna Construction Company Limited and changed its name to NCC Limited in March 2011. NCC Limited was founded in 1978 and is based in Hyderabad, India."
NLC India Ltd.,Power,NLCINDIA,EQ,INE589A01014,"NLC India Limited operates in the mining and power generation business in India. It operates in two segments, Mining and Power Generation. The company generates power through thermal, wind, and solar power plants. The company also mines for lignite and coal. It operates various open cast lignite mines in Neyveli, in the state of Tamil Nadu and in Barsingsar, state of Rajasthan; and an open cast mine, Talabira II and III with a mining capacity of 20 MTPA in Odisha. NLC India Limited sells its raw lignite to small scale industries for use it as fuel in their production activities. The company was formerly known as Neyveli Lignite Corporation Limited and changed its name to NLC India Limited in April 2016. The company was incorporated in 1956 and is based in Neyveli, India."
NMDC Steel Ltd.,Metals & Mining,NSLNISP,EQ,INE0NNS01018,"NMDC Steel Limited manufactures and sells iron and steel products in India. It offers pig iron, HR coils/sheets/plates, API  5L quantity plates, and LPG cylinders, as well as high carbon, silicon, and automotive steel. The company was incorporated in 2015 and is based in Hyderabad, India."
Narayana Hrudayalaya Ltd.,Healthcare,NH,EQ,INE410P01011,"Narayana Hrudayalaya Limited provides medical and healthcare services in India and internationally. The company acquires, owns, and operates hospitals, clinics, health centers, and nursing homes. It offers cardiology, cardiac surgery, nephrology, urology, neurology, neuro-surgery, endocrinology, orthopedics, internal medicines, obstetrics, gynecology, pediatrics, neonatology, gastroenterology, and oncology services. The company was incorporated in 2000 and is headquartered in Bengaluru, India."
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,EQ,INE139A01034,"National Aluminium Company Limited manufactures and sells alumina and aluminum products in India and internationally. The company operates through Chemicals and Aluminium segments. It offers aluminum metal products, such as ingots, alloy ingots, T-ingots, sows, billets, and wire rods; alumina and hydrate products, including calcined alumina and alumina hydrate; zeolite-A products; specialty alumina and hydrate products; and aluminum rolled products. In addition, the company owns and operates an opencast mine covering an area of 16 square kilometers on Panchpatmali hills of Koraput district in Odisha; a wind power plant with 50.4 MW of generation capacity in Gandikota, Andhra Pradesh; a wind power plant with 47.6 MW of generation capacity at Jaisalmer, Rajasthan; a wind power plant with 50 MW of generation capacity at Devikot, Rajasthan; a wind power plant with 50.4 MW of generation capacity at Jath, Maharashtra; and a solar power plant in Bhubaneswar. Further, it owns and operates mechanized storage and ship handling facilities for exporting alumina and importing caustic soda. National Aluminium Company Limited was incorporated in 1981 and is based in Bhubaneswar, India."
Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR,EQ,INE048G01026,"Navin Fluorine International Limited manufactures and sells specialty fluorochemicals in India and internationally. The company offers refrigerants to OEMs, service technicians, and equipment owners under the Mafron brand name for use in various applications, including window and split room air conditioners, chillers, packaged air conditioners, commercial and industrial refrigeration units, intermediate for API's, fluoropolymer resins, domestic and industrial refrigerators, and mobile air conditioning. It also provides inorganic fluoride products, such as ammonium bifluoride, potassium fluoride, sodium fluoride, potassium fluorotitanate, potassium fluoroborate, hexafluorophosphoric acid, and HF pyridine and HF urea complex products that are used in various industries comprising oil and gas, stainless steel, pharmaceutical and agrochemicals, abrasives, electronics, and solar energy. In addition, the company offers various specialty fluoro intermediates consisting of boron trifluoride gas and adducts for use in pharmaceutical, crop protection, hydrocarbon, and fragrance applications. Further, it provides contract research and manufacturing services for custom chemical syntheses of fluorinated compounds in the pharmaceuticals, agro chemicals, and specialty chemicals industries; and basic research, library syntheses, process development, scale up, and batch manufacturing services, as well as custom synthesis services. The company also exports its products. Navin Fluorine International Limited was founded in 1967 and is headquartered in Mumbai, India."
